taxon,life form,habitat,habit,clonality,perennial organ,plant min. height [m],plant max. height [m],indumentum,spinescence,succulence,leaf arrangement,leaf architecture,leaf position,leaf shape,leaf apex,leaf base,leaf margin,leaf min. width [cm],leaf max. width [cm],leaf min. length [cm],leaf max. length [cm],bract colour,bracteole colour,inflorescence arrangement,inflorescence orientation,flower sex,flower architecture,flower merosity,flower symmetry,flower shape,flower colour,flower orientation,petal fusion,petal colour,petal min. width [cm],petal max. width [cm],calyx colour,calyx min. length [cm],calyx max. length [cm],corolla colour,corolla tube min. length [cm],corolla tube max. length [cm],corolla tube lipped,labellum colour,labellum min. width [cm],labellum max. width [cm],spur min. length [cm],spur max. length [cm],reproduction architecture,reproduction system,stamen number,stamen arrangement,stamenoid number,stamen min. length [cm],stamen max. length [cm],staminodium,pollen colour,carpel/ovary number,gynoecium arrangement,heterostyly,pollination,reward,fruit type,fruit structure,fruit dehiscence,fruit shape,fruit colour,seed colour,seeds per fruit min,seeds per fruit max,seeds per fruit min.,seed min. width [mm],seed max. width [mm],seed min. length [mm],seed max. length [mm],seed min. diameter [mm],seed max. diameter [mm],dispersal mode,ploidy level (2n),root min. depth [cm],root max. depth [cm],source,wfo
Arabis nova,annual,,,,,0.10 m,0.30 m,"glabrous, pubescent, hairy, stellate",,,,amplexicaul,,"ovate, oblong, obovate","obtuse, acute",,entire,0.2 cm,2.0 cm,0.5 cm,3.0 cm,,,,,,,,,,white,,,,0.1 cm,0.1 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,20.0,20.0,,,1 mm,1 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000542564
Arabis nuristanica,perennial,,,,,0.20 m,0.70 m,"hairy, hispid",,,,"sessile, amplexicaul",rosulate,"oblong, ovate, obovate, orbicular, oblanceolate, spatulate, rounded",obtuse,rounded,"dentate, entire",1 cm,3 cm,5 cm,15 cm,,,,,,,,,,white,,,,0.2 cm,0.35 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 mm,1 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000542572
Arabis pterosperma,perennial,,,,,0.20 m,0.45 m,hairy,,,,"sessile, amplexicaul",,"lanceolate, oblong, obovate",,,entire,0.5 cm,1.5 cm,2.0 cm,4.0 cm,,,,,,,,,,"white, pinkish",,,,0.15 cm,0.2 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,35.0,35.0,,,1 mm,1 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000542699
Arabis quinqueloba,perennial,,herb,,,0.05 m,0.20 m,"glabrous, pubescent, hairy, stellate",,,,sessile,,"linear, oblong, orbicular, obovate, oblanceolate, spatulate, rounded",obtuse,rounded,"dentate, entire, sinuate",0.2 cm,0.4 cm,0.8 cm,2.0 cm,,,,,,,,,,"white, yellowish, pinkish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,25.0,25.0,,,1 mm,1 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000542730
Arabis verna,annual,,erect leafy,,,0.05 m,0.15 m,"glabrous, hairy",,,,sessile,,"oblong, obovate",,,entire,,,,,,,,,,,,,,"white, yellow",,,,0.07 cm,0.1 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,12.0,12.0,,,1 mm,1 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000542978
Arachis hypogaea,annual,,"climber/scrambler, herb",,,0.30 m,0.30 m,ciliate,,,,,,,,,ciliate,,,1.5 cm,4.0 cm,,,,,,,,,,,,,,,,,,,"yellow, red",0.7 cm,1.3 cm,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,10.0 mm,20.0 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000174378
Aralia cachemirica,perennial,,herb,,,1.5 m,3 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000256413
Arceuthobium americanum,,parasite,tussock,,,0.20 m,0.20 m,pubescent,,,,,opposite,ovate,acute,,,,,0.2 cm,0.2 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,terminal,,,,,,,,,,,,,,,1.5 mm,1.5 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000543229
Arceuthobium oxycedri,,parasite,tussock,,,0.20 m,0.20 m,pubescent,,,,,opposite,ovate,acute,,,,,0.2 cm,0.2 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,terminal,,,,,,,,,,,,,,,1.5 mm,1.5 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000543294
Arcyosperma primulifolium,perennial,,herb,,,0.06 m,0.20 m,"hairy, glabrous",,,,sessile,rosulate,"elliptic, ovate, obovate, oblong",,auriculate,"entire, dentate",1.5 cm,5 cm,5 cm,18 cm,,,,,,,,,,"white, pinkish",,,,0.15 cm,0.2 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 mm,1 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000543812
Ardisia elliptica,perennial,,,,,1.5 m,4 m,,,,,,,"obovate, spatulate, oblanceolate","acute, acuminate",,entire,,,10 cm,20 cm,,,,,,,,,,"white, pink, pinkish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,globose,"pink, black",,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000544255
Ardisia humilis,perennial,,,,,1.5 m,4 m,,,,,,,"obovate, spatulate, oblanceolate","acute, acuminate",,entire,,,10 cm,20 cm,,,,,,,,,,"white, pink, pinkish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,globose,"pink, black",,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000544432
Ardisia solanacea,perennial,,,,,1.5 m,4 m,,,,,,,"spatulate, obovate, oblanceolate","acuminate, acute",,entire,,,10 cm,20 cm,,,,,,,,,,"pink, white, pinkish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,globose,"pink, black",,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000545193
Areca catechu,,,,solitary plant,,9 m,9 m,,,flexhy,,,,,,,,,,,,white,,,,unisexual,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,ovoid,orange,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000262000
Arenaria festucoides,perennial,terrestrial,,,,0.05 m,0.10 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,terminal,,,,,,,,,white,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000545858
Arenaria orbiculata,annual,,,,,,,scabrous,,,,,,"orbicular, obovate",apiculate,orbicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000546360
Arenaria serpyllifolia,annual,,,,,0.07 m,0.25 m,,,,,,,,,,,,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000546651
Arenaria tenera,annual,,tussock,,,,,pubescent,,,,,,"ovate, oblong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000546760
Argemone mexicana,annual,,herb,,,0.30 m,1.25 m,glabrous,,,,pinnatipartite,alternate,"oblong, elliptic",,auriculate,sinuate,,,,,,,,,,,,,,,,,yellow,1.5 cm,2.5 cm,,,,,,,,,,,,,,,,,,0.8 cm,1.2 cm,,,,,,,,,,,,,"brown, blackish",,,,,,1.5 mm,2 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000547034
Argemone ochroleuca,,,herb,,,0.35 m,0.40 m,pubescent,,,,"sessile, pinnatipartite, amplexicaul",alternate,,,,sinuate,,,,,,,,,,,,,,"white, yellowish",,,,0.18 cm,0.18 cm,,,,,,,,,,,,,,,,,,0.7 cm,1.0 cm,,,,,,,,,,,,,black,,,,,,1.5 mm,2 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000547065
Argentina anserina,perennial,,"herb, erect leafy, prostrate",,,,,"glabrous, hairy, sericeous, glabrescent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0001009478
Argostemma sarmentosum,,,"herb, scrambler",,,,,"villous, villouse, pubescent",,succulent,,,"opposite, decussate","rounded, ovate, orbicular, elliptic",obtuse,rounded,entire,,,1 cm,2 cm,,,corymb,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000266689
Argyreia nervosa,,,climber/scrambler,,,,,,,,,,,cordate,"obtuse, acute",cordate,,,,18 cm,27 cm,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dry,indehiscent,,,brown,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0001297164
Argyrolobium flaccidum,,,"prostrate, herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6 cm,0.7 cm,yellow,0.6 cm,0.7 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,8.0,8.0,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000205073
Argyrolobium roseum,,,"prostrate, herb",,,,,,,,trifoliolate,,,,,,,,,0.3 cm,1.0 cm,,,,,,,,,,,,,,,,,0.45 cm,0.50 cm,red,0.5 cm,0.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000188793
Argyrolobium stenophyllum,perennial,,herb,,,,,,,,,palmate,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 cm,0.6 cm,,,,,,,,,,,,,,,,,,,,,,,,,,"dehiscent, suture",,brown,,,,,,,,,,,,,0.4 cm,0.5 cm,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000188796
Arisaema flavum,perennial,,,,,,,,,,pedate,,,,,,,,,,,,,,,unisexual,,,,,,,,,,,,,,,,,,,,,,,,monoecious,,,,,,,,,,,,,,,,,,dark-brown,4.0,5.0,5.0,2.5 mm,3.5 mm,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000270849
Arisaema jacquemontii,perennial,,,,,,,,,,,,,,,,,,,,,,,,,unisexual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"reddish, brown",3.0,8.0,8.0,2.5 mm,2.5 mm,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000271527
Arisaema utile,perennial,,,,,0.165 m,0.33 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,2.5 mm,3 mm,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000275001
Aristida abnormis,annual,,"erect leafy/tussock, tussock",,,,,pubescent,,,,convolute,,setiform,,,,0.1 cm,0.1 cm,10 cm,10 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000848457
Aristida adscensionis,"annual, perennial",,"tussock, climber/scrambler",,,0.10 m,1.00 m,,,,,,,linear,,,,0.3 cm,0.3 cm,20 cm,20 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000848473
Aristida cyanantha,perennial,,"erect leafy/tussock, tussock",,,,,pubescent,,,,flat,,linear,,,flat,0.5 cm,0.5 cm,35 cm,35 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000848710
Aristida funiculata,annual,,"erect leafy/tussock, tussock",,,0.15 m,0.30 m,pubescent,,,,flat,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000848826
Aristida hystricula,annual,,"erect leafy/tussock, tussock",,,,,pubescent,,,,,,,recurved,,,0.1 cm,0.1 cm,4 cm,4 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000848917
Aristida mutabilis,annual,,"erect leafy/tussock, tussock",,,,,pubescent,,,,convolute,,linear,,,,,,6 cm,14 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000849082
Aristida triticoides,perennial,,"erect leafy/tussock, tussock",,,0.65 m,0.65 m,pubescent,,,,"flat, convolute",,,,,flat,0.1 cm,0.15 cm,30 cm,30 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000849494
Aristolochia bracteolata,perennial,,"herb, prostrate",,,,,"glabrous, bristly, pubescent",,,,,,"ovate, sagittate",obtuse,sagittate,,,,1.5 cm,3 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 mm,7 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000547595
Aristolochia punjabensis,,,"shrub, climber/scrambler",,,4.5 m,6 m,"hairy, scabrous",,,,,,"ovate, orbicular, reniform, rounded",acute,rounded,,2 cm,17.5 cm,3.5 cm,22.5 cm,,,,,,,,,,"greenish, brown",,,,,,,,,,,,,,,,,,,,6.0,,,0.1 cm,0.1 cm,,,,,,,,,,,,,brown,,,,,,5 mm,7 mm,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000548243
Arnebia benthamii,perennial,,herb,,,0.80 m,0.80 m,hairy,,,,,,lanceolate,,,entire,1.0 cm,2.6 cm,1.5 cm,2.2 cm,,,,,,,,,,,,,,,,,,,"bluish, blue, purple",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000549455
Arnebia decumbens,annual,,,,,0.035 m,0.30 m,hairy,,,,,,"oblanceolate, spatulate","attenuate, obtuse",attenuate,"entire, revolute",0.4 cm,0.7 cm,1.1 cm,4.0 cm,,,,,,,,,,yellow,,,,,,,0.4 cm,0.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0001349323
Arnebia euchroma,perennial,,,,,,,hairy,,,,,,lanceolate,,,,0.5 cm,1.1 cm,0.35 cm,1.25 cm,,,,,,,,,,"yellow, yellowish, purple, white",,,,,,,,,,0.9 cm,1.7 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000549472
Arnebia fimbriopetala,annual,,,,,,,hairy,,,,,,lanceolate,obtuse,,"entire, revolute",0.4 cm,0.7 cm,2.5 cm,4.5 cm,,,,,,,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000549477
Arnebia guttata,"perennial, annual",,herb,,,,,hairy,,,,,,"oblanceolate, spatulate",obtuse,,,0.4 cm,0.8 cm,4.0 cm,7.0 cm,,,,,,,,,,"yellow, orange",,,,,,,0.6 cm,0.7 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0 cm,2.0 cm,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000549482
Arnebia hispidissima,"perennial, annual",,herb,,,,,,,,,,,lanceolate,,,"entire, revolute",0.3 cm,0.4 cm,1.5 cm,3.5 cm,,,,,,,,,,,,,,,,,0.6 cm,0.9 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000549486
Arnebia inconspicua,perennial,,"cushion, herb, erect leafy",cushion,,0.20 m,0.20 m,hairy,,,,appressed,,"linear, lanceolate",,,"entire, revolute",0.3 cm,0.5 cm,2.0 cm,4.0 cm,,,,,,,,,,,,,,,,,1.0 cm,1.3 cm,white,1.0 cm,1.1 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000549487
Arnebia linearifolia,annual,,,,,0.04 m,0.30 m,"ciliate, hairy",,,,,,"oblanceolate, spatulate",obtuse,,ciliate,0.4 cm,1.1 cm,2.5 cm,6.0 cm,,,,,,,,,,,,,,,,,0.7 cm,1.1 cm,yellow,1.0 cm,1.2 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000549494
Artabotrys hexapetalus,perennial,,"shrub, climber/scrambler, climber",,,,,"hairy, glabrous",,,,appressed,,"oblanceolate, spatulate, elliptic",acuminate,,,2.8 cm,4.8 cm,10 cm,18 cm,,,,,,,,,,,,,"yellow, green, yellowish",1.0 cm,1.7 cm,,,,,,,,,,,,,,,,,,0.25 cm,0.25 cm,,,,,,,,,,,obovoid,yellow,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000549776
Artemisia absinthium,perennial,,"herb, erect leafy",,,1.25 m,1.5 m,sericeous,,,,"pinnatisect, pinnatipartite",,"ovate, lanceolate, linear, spatulate, oblanceolate","acute, obtuse",,,,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000134589
Artemisia amygdalina,perennial,,herb,,,1.5 m,1.5 m,"setose, tomentose, glabrous",,,simple,sessile,,elliptic,"acuminate, attenuate",attenuate,"serrate, incurved",1 cm,3.5 cm,9 cm,16 cm,,,,pendulous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000133703
Artemisia annua,annual,,herb,,,1.5 m,1.5 m,"bristly, pubescent",,,,"sessile, pinnatisect, pinnatipartite",,"ovate, linear, lanceolate, oblong",acute,auriculate,"entire, dentate",,,,,,,capitulum,,,,,,,"greenish, yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000035533
Artemisia biennis,annual,,"herb, erect leafy",,,1.8 m,2.5 m,"bristly, glabrous",,,,,,,,,,,,3 cm,6 cm,,,capitulum,,,,,,,"greenish, yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000134690
Artemisia capillaris,"perennial, annual",,"herb, erect leafy",solitary plant,,0.30 m,1.00 m,"hairy, sericeous, glabrous",,,,sessile,,"ovate, fukufirn",acute,,,,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000022027
Artemisia desertorum,perennial,,"herb, prostrate, erect leafy",,,0.50 m,0.90 m,glabrous,,,,"sessile, pinnatipartite",,"linear, lanceolate",acute,auriculate,,,,4 cm,10 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000010461
Artemisia dracunculus,perennial,,herb,,,0.20 m,1.50 m,"bristly, hairy, glabrous",,,,"sessile, appressed",,"oblanceolate, spatulate, lanceolate",acute,,entire,0.1 cm,1.0 cm,2 cm,8 cm,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000078900
Artemisia dubia,perennial,,erect leafy,,,1 m,1.8 m,"glabrescent, hairy, glabrous",,,,sessile,,"ovate, elliptic, lanceolate","acute, mucronate",,,1.5 cm,2.5 cm,3 cm,4.5 cm,,,,,,,,,,purplish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000040614
Artemisia gmelinii,perennial,,"shrub, erect leafy",,,,,"strigose, glabrous, glandular",,,,"sessile, appressed, pinnatisect, pinnatipartite",,,,,,,,2.5 cm,3.5 cm,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000084708
Artemisia incisa,perennial,,"prostrate, erect leafy",solitary plant,,,,"pubescent, hairy, glabrous",,,,sessile,,"ovate, elliptic, lanceolate, oblong","acute, mucronate",,"entire, incised",0.4 cm,0.6 cm,1.5 cm,2.5 cm,,,,,,,,,,"yellow, reddish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000115300
Artemisia japonica,perennial,,"herb, erect leafy",solitary plant,,0.50 m,0.90 m,glabrous,,,palmatipartite,"palmatipartite, palmatisect",,"obovate, linear, oblong, lanceolate, flabellate",acute,"auriculate, cuneate","laciniate, incised, dentate",0.1 cm,0.1 cm,0.4 cm,2.0 cm,,,,horizontal,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000001821
Artemisia laciniata,perennial,,"shrub, scrambler, erect leafy",,,0.50 m,0.90 m,"hairy, glabrous, glandular",,,,"sessile, pinnatisect, pinnatipartite",,"elliptic, lanceolate, oblong",,,"serrate, entire",,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000059260
Artemisia macrocephala,annual,,herb,,,0.20 m,0.30 m,hairy,,,,sessile,,"ovate, linear, orbicular",obtuse,orbicular,,,,,,,,capitulum,,,,,,,"greenish, yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000003078
Artemisia minor,perennial,,"tussock, herb, erect leafy, scrambler",,,0.08 m,0.12 m,"villouse, pubescent, sericeous",,,,sessile,,,,,,,,0.4 cm,0.5 cm,,,capitulum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000131723
Artemisia moorcroftiana,perennial,,"erect leafy, scrambler",,,0.40 m,0.50 m,hairy,,,,,,,,,,,,5 cm,6 cm,,,capitulum,,,,,,,"purplish, purple",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000061594
Artemisia persica,,,"shrub, erect leafy",solitary plant,,0.25 m,0.75 m,"bristly, glabrescent, tomentose, glabrous",,,,"sessile, pinnatisect, pinnatipartite",,"obovate, linear, lanceolate, oblong",obtuse,,,,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000109185
Artemisia roxburghiana,perennial,,"erect leafy, scrambler",,,0.20 m,0.70 m,hairy,,,,sessile,,"ovate, elliptic, orbicular, lanceolate, oblong","acute, acuminate",,,,,,,,,"clustered, raceme",,,,,,,purple-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000027546
Artemisia rutifolia,,,"shrub, erect leafy",,,,,"bristly, sericeous",,,,"sessile, palmate",,"oblanceolate, orbicular, linear, spatulate, oblong, flabellate",obtuse,orbicular,,,,,,,,,,,,,,,"yellow, pinkish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000043465
Artemisia salsoloides,perennial,,"shrub, erect leafy, prostrate",,,0.20 m,0.50 m,"pubescent, hairy, glabrous",,,,"pinnatisect, pinnatipartite, sessile, palmatipartite, palmatisect",,linear,"obtuse, acute",,,0.1 cm,0.2 cm,0.8 cm,1.2 cm,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000078782
Artemisia santolinifolia,perennial,terrestrial,erect leafy,solitary plant,,,,"pubescent, hairy, glabrous",,,simple,"pinnatisect, pinnatipartite",,ovate,acute,,entire,,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_pakistan,http://www.worldfloraonline.org/taxon/wfo-0000042008
